ID da Transação,ID do Cliente,Data da Transação,Valor Total,Número de Parcelas,Valor da Parcela,Taxa de Juros
4146,3276,2022-07-08,6857,22,311.68,0.52
4147,4682,2019-09-04,13027,10,1302.7,2.39
4148,4283,2018-01-30,8838,19,465.16,1.14
4149,3566,2022-07-24,5787,16,361.69,0.15
4150,4203,2019-10-16,4348,17,255.76,2.54
4151,2334,2022-12-04,11513,20,575.65,3.18
4152,2641,2022-04-08,7772,20,388.6,4.94
4153,4338,2021-06-20,4387,23,190.74,0.41
4154,2623,2023-11-30,3685,7,526.43,1.07
4155,2547,2022-02-28,10634,22,483.36,0.88
4156,383,2020-03-15,5613,21,267.29,0.14
4157,3505,2022-11-25,8057,6,1342.83,0.68
4158,2575,2022-08-03,10767,15,717.8,1.88
4159,4786,2020-10-13,9371,14,669.36,2.46
4160,4742,2020-09-26,3738,22,169.91,1.13
4161,2656,2018-06-09,7179,19,377.84,3.84
4162,743,2018-12-11,3465,9,385.0,3.82
4163,125,2022-07-17,10829,19,569.95,0.46
4164,2516,2018-06-13,4033,20,201.65,4.77
4165,2978,2019-05-20,12353,22,561.5,2.12
4166,2388,2021-04-29,14620,13,1124.62,1.18
4167,3065,2018-12-07,7345,14,524.64,3.46
4168,3931,2022-03-25,4001,17,235.35,2.06
4169,4643,2022-12-01,6169,13,474.54,3.1
4170,1286,2023-07-10,4104,18,228.0,2.6
4171,2352,2021-09-16,7621,10,762.1,2.5
4172,2027,2022-07-14,2081,10,208.1,3.4
4173,4433,2020-06-11,9768,11,888.0,3.27
4174,4643,2019-07-28,8527,24,355.29,2.96
4175,4461,2020-12-05,5414,10,541.4,4.53
4176,874,2021-06-05,6686,17,393.29,0.02
4177,878,2022-09-01,1504,22,68.36,2.72
4178,4669,2020-05-14,3446,13,265.08,3.06
4179,62,2019-10-23,5756,9,639.56,0.74
4180,183,2023-11-30,2549,7,364.14,1.92
4181,1450,2022-08-07,8350,14,596.43,0.36
4182,6,2019-05-26,6520,9,724.44,0.27
4183,249,2023-12-16,6153,7,879.0,4.27
4184,4451,2019-05-25,10299,11,936.27,4.14
4185,2665,2022-01-06,4804,20,240.2,3.44
4186,467,2019-02-06,2838,14,202.71,3.6
4187,4971,2018-06-30,14930,10,1493.0,1.32
4188,4411,2019-05-01,2093,6,348.83,2.44
4189,3986,2023-01-19,11599,24,483.29,3.36
4190,3656,2018-10-30,14035,9,1559.44,2.23
4191,201,2022-08-18,14016,11,1274.18,3.22
4192,1762,2018-06-06,14012,7,2001.71,3.5
4193,4587,2018-06-22,7113,17,418.41,1.96
4194,3373,2019-06-06,4051,7,578.71,1.61
4195,3456,2021-11-21,10093,16,630.81,3.99
4196,3798,2020-03-28,1940,21,92.38,0.56
4197,3258,2020-07-22,7426,9,825.11,2.08
4198,40,2018-11-18,2559,16,159.94,4.34
4199,2507,2022-11-19,11771,7,1681.57,3.68
4200,2190,2021-05-07,4015,8,501.88,0.2
4201,3013,2022-05-11,1830,7,261.43,1.71
4202,4932,2023-06-24,12887,14,920.5,0.45
4203,4326,2019-09-27,6632,24,276.33,3.11
4204,2813,2021-11-04,2757,17,162.18,3.82
4205,978,2022-11-26,13717,24,571.54,0.49
4206,871,2022-05-20,3665,22,166.59,3.67
4207,3828,2020-04-13,8932,9,992.44,2.74
4208,2002,2020-07-04,9771,24,407.12,0.33
4209,4008,2023-02-14,13231,24,551.29,1.76
4210,2377,2021-09-26,8842,8,1105.25,4.93
4211,975,2018-10-14,13367,16,835.44,3.64
4212,473,2022-06-30,6067,6,1011.17,0.84
4213,3950,2022-09-19,1002,23,43.57,3.37
4214,842,2018-08-11,6530,11,593.64,3.28
4215,739,2018-09-25,5269,16,329.31,2.46
4216,399,2021-09-16,1209,9,134.33,1.65
4217,4190,2021-04-13,12189,18,677.17,0.1
4218,2850,2022-08-01,7508,19,395.16,0.9
4219,2490,2023-05-03,2473,9,274.78,3.67
4220,3534,2021-10-08,4926,15,328.4,1.23
4221,706,2021-06-19,13325,23,579.35,4.81
4222,2317,2020-08-30,5487,13,422.08,0.7
4223,1821,2022-11-09,6184,16,386.5,1.56
4224,1179,2021-02-12,14404,24,600.17,2.32
4225,2421,2022-07-27,14993,11,1363.0,4.48
4226,1043,2021-01-20,3694,24,153.92,4.64
4227,3247,2022-10-28,12962,10,1296.2,3.17
4228,3914,2021-09-28,2297,8,287.12,3.3
4229,2472,2021-03-25,14621,11,1329.18,1.27
4230,1626,2023-07-23,12589,18,699.39,0.52
4231,4611,2023-05-28,4437,24,184.88,0.39
4232,1735,2022-10-16,3899,21,185.67,1.98
4233,4779,2020-01-31,14879,12,1239.92,4.58
4234,2950,2019-05-07,9257,22,420.77,3.88
4235,1244,2022-02-26,2187,16,136.69,2.82
4236,1910,2020-12-04,13088,21,623.24,1.57
4237,962,2018-09-15,5999,10,599.9,0.68
4238,1744,2023-09-23,9791,23,425.7,0.74
4239,1985,2018-07-17,5426,12,452.17,0.91
4240,1519,2023-02-16,11746,9,1305.11,4.66
4241,4994,2021-05-13,9388,6,1564.67,1.01
4242,3563,2019-04-13,14905,10,1490.5,4.31
4243,4128,2021-12-23,6779,15,451.93,3.8
4244,3892,2020-05-27,4699,21,223.76,4.79
4245,1687,2018-11-14,13658,7,1951.14,4.26
4246,4953,2019-03-25,7213,12,601.08,4.69
4247,4488,2019-07-07,14937,17,878.65,0.71
4248,3370,2018-02-03,11384,24,474.33,0.06
4249,2179,2022-07-10,5289,24,220.38,0.49
4250,1900,2018-04-06,13405,12,1117.08,0.68
4251,2926,2021-11-27,11409,12,950.75,4.15
4252,1434,2021-06-28,13708,8,1713.5,4.95
4253,2640,2023-09-02,4073,8,509.12,2.3
4254,1881,2018-07-12,11166,20,558.3,0.97
4255,2186,2018-05-13,6547,11,595.18,3.67
4256,3986,2023-07-07,11273,15,751.53,3.19
4257,2269,2023-07-14,10262,6,1710.33,4.26
4258,3820,2021-12-13,5024,6,837.33,0.59
4259,2596,2019-07-12,7779,23,338.22,0.69
4260,731,2019-11-07,9701,16,606.31,3.37
4261,945,2023-12-22,2077,7,296.71,2.41
4262,956,2021-07-29,9368,7,1338.29,4.31
4263,3904,2021-11-07,6118,11,556.18,2.02
4264,1268,2020-11-30,4334,21,206.38,3.95
4265,306,2022-03-19,14504,15,966.93,0.18
4266,3265,2023-11-26,2885,7,412.14,0.08
4267,3363,2023-02-26,3979,22,180.86,4.43
4268,3026,2020-03-15,14408,24,600.33,3.74
4269,4991,2018-06-05,9840,12,820.0,4.2
4270,4428,2021-10-18,4774,15,318.27,4.77
4271,3494,2023-04-21,4891,16,305.69,3.92
4272,2323,2020-05-01,11957,23,519.87,2.15
4273,704,2020-09-12,6545,19,344.47,0.86
4274,598,2018-06-25,3784,22,172.0,4.91
4275,1639,2021-11-20,4971,19,261.63,3.37
4276,2776,2022-02-27,11599,18,644.39,0.97
4277,1720,2023-07-01,13445,23,584.57,3.02
4278,990,2021-01-16,3959,14,282.79,3.6
4279,326,2022-12-08,9023,20,451.15,4.69
4280,274,2019-03-12,7410,7,1058.57,2.76
4281,2538,2021-09-06,2832,13,217.85,0.14
4282,701,2021-07-01,13300,12,1108.33,1.31
4283,2502,2023-09-02,2834,16,177.12,0.14
4284,2380,2021-10-04,10931,8,1366.38,3.31
4285,3954,2021-07-17,6735,16,420.94,3.05
4286,353,2019-03-18,1456,21,69.33,1.19
4287,1049,2018-08-25,1794,23,78.0,4.69
4288,16,2021-09-21,1343,8,167.88,4.55
4289,2727,2021-07-03,10638,14,759.86,0.69
4290,893,2021-09-23,3780,7,540.0,0.94
4291,1600,2018-08-09,5770,18,320.56,0.65
4292,1151,2021-10-19,12740,9,1415.56,1.06
4293,2490,2023-07-27,11844,12,987.0,1.99
4294,2842,2022-01-12,3550,8,443.75,0.83
4295,2822,2020-05-02,13914,19,732.32,3.01
4296,2370,2018-04-10,2715,21,129.29,3.36
4297,3585,2019-04-24,1523,17,89.59,3.69
4298,4109,2022-05-11,14552,23,632.7,2.59
4299,2169,2018-09-03,2017,17,118.65,0.91
4300,2741,2020-05-14,13826,8,1728.25,0.62
4301,1071,2018-10-19,10781,22,490.05,1.61
4302,1609,2020-05-31,12781,23,555.7,1.31
4303,1475,2023-09-16,1101,18,61.17,1.47
4304,3135,2019-08-17,1768,10,176.8,1.85
4305,980,2018-07-13,11887,8,1485.88,4.11
4306,921,2023-06-08,8802,16,550.12,0.43
4307,4346,2019-06-28,8946,19,470.84,3.07
4308,2134,2018-04-07,7137,20,356.85,3.52
4309,91,2023-03-20,6327,8,790.88,0.28
4310,1781,2021-11-06,11927,16,745.44,3.79
4311,2723,2022-03-28,14349,10,1434.9,2.99
4312,1999,2020-06-24,10865,17,639.12,3.23
4313,3803,2019-11-18,3452,7,493.14,1.34
4314,1209,2022-03-22,5798,22,263.55,2.43
4315,1311,2021-02-13,2704,9,300.44,0.59
4316,4349,2020-06-02,6125,9,680.56,2.14
4317,1208,2018-06-29,1038,24,43.25,3.81
4318,4207,2019-01-25,7216,23,313.74,0.23
4319,1145,2020-12-11,12991,13,999.31,4.24
4320,687,2022-04-28,6380,17,375.29,4.95
4321,4035,2020-01-02,2087,24,86.96,2.08
4322,2599,2018-11-11,14672,18,815.11,0.4
4323,4708,2023-01-02,3427,20,171.35,3.35
4324,2248,2022-04-06,2007,20,100.35,3.42
4325,2177,2018-11-19,3088,9,343.11,2.89
4326,4153,2021-06-06,2915,14,208.21,0.22
4327,4388,2020-09-15,12889,13,991.46,2.25
4328,83,2022-06-07,4159,10,415.9,3.22
4329,3068,2019-07-06,2798,21,133.24,1.21
4330,2795,2021-12-09,14754,10,1475.4,1.71
4331,3456,2020-08-10,4744,23,206.26,2.11
4332,3393,2022-02-10,13965,15,931.0,2.48
4333,2919,2019-02-03,6168,17,362.82,3.46
4334,1814,2020-12-06,14754,7,2107.71,0.85
4335,2691,2021-03-05,14690,21,699.52,2.64
4336,2238,2020-01-15,6663,23,289.7,3.91
4337,1171,2021-03-06,9875,9,1097.22,0.97
4338,2551,2019-10-11,6427,8,803.38,0.61
4339,1446,2022-12-07,6026,14,430.43,3.51
4340,3678,2023-12-12,9580,10,958.0,3.91
4341,4098,2022-04-12,14813,6,2468.83,0.13
4342,385,2020-03-20,10881,16,680.06,4.87
4343,2531,2021-08-24,11426,24,476.08,4.27
4344,2326,2022-11-18,9815,10,981.5,4.23
4345,3191,2023-10-01,14303,6,2383.83,4.99
4346,4487,2020-03-06,10156,22,461.64,3.47
4347,760,2020-10-07,13498,18,749.89,3.13
4348,2725,2022-12-12,7449,8,931.12,4.49
4349,3612,2018-04-07,8676,13,667.38,4.03
4350,1813,2020-12-18,7138,13,549.08,0.42
4351,1203,2020-02-11,13443,10,1344.3,2.61
4352,2082,2021-03-27,3739,22,169.95,2.01
4353,1987,2022-03-28,14977,22,680.77,4.38
4354,2471,2020-08-25,11986,17,705.06,2.0
4355,1745,2021-06-17,1865,17,109.71,3.89
4356,2432,2021-09-09,9063,6,1510.5,0.31
4357,2959,2023-03-30,4589,12,382.42,2.43
4358,3610,2021-11-11,11468,19,603.58,4.44
4359,4981,2023-01-07,8348,13,642.15,2.0
4360,2834,2023-04-01,10521,23,457.43,2.92
4361,2834,2022-01-02,3016,17,177.41,0.1
4362,2156,2021-05-08,11415,18,634.17,4.78
4363,3137,2018-10-13,11090,8,1386.25,0.07
4364,2068,2021-08-23,12165,22,552.95,1.28
4365,2878,2021-05-17,13619,11,1238.09,4.23
4366,3566,2020-04-09,8836,10,883.6,0.13
4367,511,2019-07-21,9034,19,475.47,1.95
4368,1576,2022-11-13,10919,7,1559.86,2.23
4369,1185,2019-07-19,14985,18,832.5,0.76
4370,278,2021-02-08,9613,9,1068.11,2.88
4371,342,2022-04-10,3331,14,237.93,3.43
4372,1009,2018-12-06,5636,16,352.25,4.34
4373,2226,2020-02-04,6474,12,539.5,4.68
4374,4495,2018-05-05,13249,10,1324.9,4.59
4375,4833,2020-12-11,7812,22,355.09,3.07
4376,2300,2020-12-05,6030,23,262.17,4.6
4377,3095,2019-04-15,9170,11,833.64,3.71
4378,2597,2020-12-17,9928,20,496.4,0.99
4379,1704,2023-08-18,1105,14,78.93,2.35
4380,55,2021-04-16,12211,21,581.48,1.76
4381,3896,2023-11-12,3493,17,205.47,0.25
4382,3405,2020-02-25,11181,16,698.81,3.73
4383,4535,2022-08-30,3574,12,297.83,1.08
4384,2917,2018-04-21,1799,7,257.0,2.69
4385,2895,2019-05-12,1901,23,82.65,0.62
4386,1480,2020-02-01,10242,17,602.47,0.38
4387,552,2019-01-13,3968,7,566.86,0.56
4388,1962,2018-05-06,2491,15,166.07,2.03
4389,4550,2023-12-26,9672,19,509.05,4.98
4390,4735,2021-06-24,7850,18,436.11,1.45
4391,671,2023-11-04,5069,22,230.41,4.63
4392,1674,2019-10-07,5426,13,417.38,3.2
4393,4555,2022-07-18,11510,15,767.33,4.13
4394,736,2020-08-23,6727,21,320.33,3.41
4395,1695,2022-10-29,13095,7,1870.71,3.71
4396,1190,2022-12-01,13270,16,829.38,1.04
4397,4355,2022-05-15,12254,11,1114.0,0.4
4398,4367,2019-08-18,2030,21,96.67,2.31
4399,4248,2020-07-08,11938,11,1085.27,0.72
4400,1259,2019-06-07,6488,6,1081.33,1.66
4401,2683,2020-12-28,4943,24,205.96,4.79
4402,579,2018-08-16,2598,18,144.33,3.27
4403,315,2020-11-13,12742,9,1415.78,3.66
4404,4943,2022-04-01,1849,23,80.39,1.88
4405,822,2022-01-09,10675,23,464.13,4.12
4406,2940,2021-10-12,14257,13,1096.69,1.94
4407,1654,2023-10-15,2729,14,194.93,3.81
4408,2555,2022-10-14,8218,13,632.15,1.96
4409,1453,2019-02-18,7589,20,379.45,0.17
4410,1708,2022-12-21,11354,16,709.62,4.46
4411,293,2022-10-23,3314,13,254.92,3.89
4412,4499,2020-03-21,7893,16,493.31,0.73
4413,3294,2019-11-30,13854,17,814.94,3.71
4414,171,2020-01-02,10691,16,668.19,4.95
4415,4176,2023-10-29,14317,16,894.81,4.34
4416,2564,2022-06-06,5379,18,298.83,1.99
4417,2174,2021-05-22,13968,17,821.65,3.41
4418,86,2020-12-12,5857,9,650.78,4.59
4419,4646,2021-02-26,12083,24,503.46,1.01
4420,3003,2022-11-02,13151,22,597.77,3.53
4421,2899,2019-06-03,9260,7,1322.86,1.62
4422,544,2018-08-15,10102,21,481.05,1.21
4423,1960,2022-10-03,3275,11,297.73,1.25
4424,319,2019-07-24,8730,12,727.5,4.63
4425,2839,2021-01-14,12254,22,557.0,3.13
4426,1758,2020-04-12,13208,11,1200.73,1.58
4427,608,2023-10-13,3210,9,356.67,2.72
4428,4381,2022-04-12,7515,7,1073.57,3.85
4429,3946,2020-10-04,1925,9,213.89,0.53
4430,3675,2022-05-01,6219,12,518.25,4.69
4431,3904,2019-05-11,9555,11,868.64,2.85
4432,2210,2023-04-29,7625,23,331.52,4.95
4433,3960,2021-11-19,14175,20,708.75,3.16
4434,1979,2020-02-22,10878,13,836.77,0.35
4435,2686,2022-02-13,5511,24,229.62,2.81
4436,690,2021-02-11,12934,20,646.7,0.54
4437,2128,2023-06-03,7650,15,510.0,4.91
4438,2372,2023-06-02,14038,15,935.87,2.6
4439,502,2019-10-10,4080,14,291.43,3.66
4440,1898,2022-10-07,5772,15,384.8,3.46
4441,2900,2020-12-27,14434,18,801.89,1.39
4442,3758,2022-03-29,1955,22,88.86,1.36
4443,720,2021-05-24,1492,18,82.89,0.1
4444,4177,2018-12-29,5026,9,558.44,2.44
4445,2458,2019-05-07,3341,10,334.1,0.71
4446,1691,2022-06-17,2969,12,247.42,0.97
4447,467,2019-04-23,2084,7,297.71,4.01
4448,4304,2023-05-07,5893,6,982.17,4.45
4449,171,2022-08-22,8510,24,354.58,1.92
4450,2149,2019-02-13,13354,24,556.42,0.63
4451,1896,2023-09-24,8006,12,667.17,0.34
4452,4661,2018-07-23,6608,21,314.67,1.21
4453,2132,2020-09-27,1984,17,116.71,2.53
4454,3245,2023-08-06,2663,6,443.83,0.72
4455,3356,2021-03-15,13907,22,632.14,3.09
4456,1831,2022-06-17,14342,7,2048.86,0.59
4457,4058,2019-06-14,14305,22,650.23,3.26
4458,1645,2021-01-20,13442,8,1680.25,0.05
4459,2146,2022-01-20,10221,17,601.24,1.52
4460,2832,2021-01-07,3445,13,265.0,0.54
4461,3454,2021-02-28,12398,22,563.55,4.41
4462,829,2023-06-30,8505,7,1215.0,4.73
4463,2228,2023-10-04,3001,20,150.05,4.79
4464,470,2019-10-22,10587,24,441.12,1.93
4465,4424,2020-04-23,4437,16,277.31,2.12
4466,1533,2018-03-12,5658,12,471.5,3.94
4467,2231,2021-01-10,12007,23,522.04,0.81
4468,171,2023-05-28,8291,15,552.73,3.83
4469,1379,2021-12-26,11673,12,972.75,1.68
4470,917,2021-12-28,4986,12,415.5,1.04
4471,3966,2019-07-11,4849,22,220.41,1.53
4472,2521,2020-03-11,14911,23,648.3,1.0
4473,4585,2019-09-06,10876,9,1208.44,4.4
4474,1397,2023-07-17,12565,18,698.06,4.05
4475,71,2020-10-30,7254,14,518.14,2.19
4476,1119,2021-12-11,1960,22,89.09,1.73
4477,2261,2021-07-19,11388,17,669.88,1.06
4478,1761,2021-11-03,14973,14,1069.5,2.56
4479,3887,2018-11-14,1624,23,70.61,2.48
4480,2498,2019-11-28,14769,20,738.45,4.35
4481,198,2019-02-23,13710,15,914.0,0.09
4482,2973,2022-06-04,6537,15,435.8,0.56
4483,384,2019-04-19,11925,22,542.05,3.53
4484,1487,2021-09-22,11767,9,1307.44,3.33
4485,3588,2022-07-15,9825,15,655.0,4.24
4486,3628,2022-09-12,14535,20,726.75,0.31
4487,4923,2022-01-20,6407,14,457.64,0.16
4488,809,2020-11-19,14244,18,791.33,3.63
4489,4140,2021-08-20,13995,7,1999.29,3.0
4490,600,2020-06-10,3868,21,184.19,4.01
4491,408,2019-10-16,14236,9,1581.78,4.95
4492,1490,2020-09-17,6954,21,331.14,0.12
4493,1007,2018-09-08,14297,22,649.86,0.85
4494,1442,2023-03-14,1513,20,75.65,2.17
4495,2949,2020-02-03,2058,12,171.5,4.29
4496,3624,2021-08-11,7606,23,330.7,4.0
4497,843,2021-03-08,13461,17,791.82,3.31
4498,1200,2022-02-06,3127,12,260.58,0.76
4499,2457,2018-04-24,2443,14,174.5,0.3
4500,1324,2019-03-14,4805,18,266.94,2.45
4501,1564,2020-05-25,8257,6,1376.17,1.56
4502,1707,2019-08-13,14127,17,831.0,2.08
4503,23,2022-10-28,10257,22,466.23,2.34
4504,2150,2021-12-30,7231,7,1033.0,3.52
4505,447,2023-02-18,12062,23,524.43,1.57
4506,1719,2018-01-04,1057,6,176.17,0.77
4507,1423,2022-11-06,9736,10,973.6,1.23
4508,3461,2023-11-10,6221,23,270.48,1.04
4509,2528,2022-09-16,12400,16,775.0,1.16
4510,4699,2018-06-27,5726,13,440.46,2.81
4511,2929,2021-03-10,4357,21,207.48,4.13
4512,2768,2019-03-17,11443,23,497.52,2.4
4513,2179,2021-04-30,1811,11,164.64,1.98
4514,667,2020-07-23,6351,16,396.94,0.1
4515,3099,2022-05-04,3627,16,226.69,4.49
4516,2816,2023-04-09,5342,14,381.57,1.58
4517,4363,2023-07-28,4595,9,510.56,4.91
4518,3454,2019-06-15,5958,23,259.04,3.57
4519,4010,2020-03-29,7584,20,379.2,0.14
4520,3662,2018-03-07,4457,20,222.85,2.72
4521,3096,2019-10-02,5487,20,274.35,2.2
4522,1789,2021-07-05,13349,13,1026.85,0.32
4523,4468,2018-09-27,12725,13,978.85,0.15
4524,2668,2020-03-27,3560,10,356.0,3.08
4525,3416,2022-07-15,8777,13,675.15,2.06
4526,539,2022-02-10,10412,18,578.44,1.08
4527,4095,2020-03-23,14562,24,606.75,0.78
4528,4116,2020-10-19,2934,8,366.75,1.47
4529,4281,2020-05-31,7666,14,547.57,3.9
4530,1959,2022-09-26,1223,12,101.92,4.28
4531,3972,2023-06-06,5975,12,497.92,4.87
4532,4848,2022-11-04,6916,9,768.44,3.95
4533,1441,2022-10-17,9645,11,876.82,1.61
4534,2624,2018-01-16,11166,18,620.33,0.42
4535,2114,2021-12-07,4992,23,217.04,1.17
4536,4757,2023-09-24,11179,10,1117.9,0.01
4537,2290,2020-02-18,8340,9,926.67,4.3
4538,3068,2022-01-05,14266,12,1188.83,3.2
4539,3167,2022-03-26,14105,7,2015.0,4.41
4540,537,2022-04-22,8455,12,704.58,0.54
4541,3947,2020-10-25,3427,10,342.7,2.31
4542,1669,2019-09-28,1696,16,106.0,0.5
4543,3410,2019-12-21,10497,9,1166.33,1.36
4544,1282,2022-02-20,10608,14,757.71,2.93
4545,1018,2021-06-10,8065,11,733.18,1.22
4546,4603,2022-03-13,1929,14,137.79,1.67
4547,4282,2018-10-06,5971,14,426.5,3.34
4548,63,2018-10-01,1606,14,114.71,4.9
4549,1403,2023-07-13,9588,20,479.4,2.43
4550,988,2023-12-29,12521,12,1043.42,0.08
4551,2895,2020-12-17,6569,24,273.71,0.18
4552,4044,2022-04-17,5225,19,275.0,2.64
4553,4439,2018-04-07,9127,15,608.47,4.17
4554,1088,2021-07-27,13789,17,811.12,2.44
4555,3378,2022-12-18,1916,24,79.83,4.31
4556,2953,2021-11-13,1026,13,78.92,3.23
4557,2654,2018-01-30,3534,12,294.5,4.09
4558,4716,2021-02-20,11122,19,585.37,1.41
4559,2899,2021-12-08,14231,10,1423.1,3.8
4560,3251,2022-09-13,5640,17,331.76,1.12
4561,489,2019-03-19,12199,6,2033.17,0.04
4562,2884,2022-07-13,4286,7,612.29,2.72
4563,3452,2018-02-24,2420,20,121.0,2.43
4564,4044,2019-05-17,6187,20,309.35,0.96
4565,4518,2020-02-24,3761,12,313.42,3.94
4566,4551,2019-04-03,6173,8,771.62,3.5
4567,4603,2021-10-06,13349,23,580.39,3.06
4568,4396,2020-08-25,1452,7,207.43,2.1
4569,1482,2018-09-13,10588,11,962.55,2.08
4570,3699,2023-01-15,3610,11,328.18,4.55
4571,36,2022-01-24,5058,21,240.86,2.31
4572,2727,2021-04-30,1917,16,119.81,3.03
4573,3705,2022-01-03,2609,20,130.45,4.05
4574,2500,2019-08-13,14233,19,749.11,0.39
4575,948,2018-12-03,13130,9,1458.89,1.77
4576,2079,2023-03-04,9831,18,546.17,1.18
4577,4250,2018-12-04,5744,19,302.32,2.81
4578,1688,2022-04-21,9597,12,799.75,0.71
4579,80,2022-02-26,14796,7,2113.71,0.86
4580,4131,2021-06-08,5479,10,547.9,0.43
4581,4375,2022-07-18,8030,8,1003.75,5.0
4582,1962,2019-08-15,9013,10,901.3,4.94
4583,34,2021-05-11,9542,17,561.29,4.68
4584,3331,2019-10-09,13003,20,650.15,4.32
4585,1303,2021-03-22,11216,22,509.82,2.16
4586,1173,2018-12-04,6183,15,412.2,1.3
4587,4124,2023-04-18,13497,9,1499.67,2.38
4588,1729,2019-10-23,7519,10,751.9,2.63
4589,4280,2018-04-09,1481,24,61.71,2.42
4590,678,2021-11-20,5738,11,521.64,0.66
4591,602,2022-02-09,6512,8,814.0,2.9
4592,2196,2020-05-19,7777,18,432.06,3.14
4593,4638,2020-11-10,13818,12,1151.5,3.33
4594,4849,2022-03-29,8256,20,412.8,1.75
4595,2027,2022-08-24,13565,12,1130.42,3.34
4596,4626,2020-12-16,14853,12,1237.75,0.18
4597,3926,2023-02-22,3677,9,408.56,3.01
4598,920,2022-01-13,3569,15,237.93,3.22
4599,4952,2022-08-14,4684,18,260.22,4.25
4600,1723,2021-07-03,8773,24,365.54,0.59
4601,2111,2022-01-19,11552,6,1925.33,1.11
4602,1747,2023-06-13,7114,12,592.83,3.55
4603,78,2021-08-18,5862,19,308.53,2.61
4604,2912,2020-01-01,12087,7,1726.71,2.74
4605,1870,2022-06-20,5012,7,716.0,0.41
4606,4378,2019-05-22,10640,7,1520.0,4.24
4607,2527,2019-11-06,13973,19,735.42,4.46
4608,1516,2020-12-15,10493,9,1165.89,3.03
4609,2162,2023-09-28,10089,8,1261.12,3.95
4610,1543,2022-02-07,9394,15,626.27,0.5
4611,1399,2020-02-08,10997,19,578.79,4.17
4612,4056,2021-11-22,11290,15,752.67,0.41
4613,3654,2019-02-13,9270,13,713.08,3.95
4614,3828,2018-01-30,4637,15,309.13,4.34
4615,3308,2019-06-06,6036,8,754.5,3.61
4616,93,2022-07-04,9206,21,438.38,3.0
4617,1584,2019-11-28,5375,18,298.61,4.09
4618,3520,2019-09-22,14655,12,1221.25,0.94
4619,4235,2019-04-22,4291,9,476.78,1.17
4620,3939,2018-04-26,14273,9,1585.89,3.44
4621,680,2023-06-10,8592,13,660.92,1.22
4622,2228,2020-09-22,3711,17,218.29,4.07
4623,4998,2022-03-11,11809,12,984.08,3.18
4624,1770,2021-12-27,3008,9,334.22,2.21
4625,979,2020-12-14,7206,24,300.25,1.74
4626,4719,2022-10-17,10470,8,1308.75,4.82
4627,1768,2020-10-22,7794,19,410.21,0.52
4628,1970,2020-05-24,5818,16,363.62,3.43
4629,4227,2022-02-19,5993,23,260.57,4.43
4630,3625,2023-03-10,1802,18,100.11,0.1
4631,3368,2019-09-13,13900,18,772.22,4.63
4632,4975,2020-05-01,7055,22,320.68,1.75
4633,4099,2021-04-03,2718,24,113.25,2.2
4634,4520,2020-12-22,2761,9,306.78,4.48
4635,634,2023-07-10,8432,22,383.27,4.62
4636,4358,2023-11-13,12194,18,677.44,3.23
4637,4698,2020-04-07,8060,20,403.0,3.62
4638,4923,2018-09-10,13737,16,858.56,1.38
4639,1460,2023-08-24,13125,24,546.88,4.22
4640,1047,2023-01-05,8408,16,525.5,0.79
4641,4073,2019-03-15,1944,14,138.86,1.55
4642,236,2021-05-05,8947,15,596.47,4.46
4643,2137,2023-10-14,8811,17,518.29,1.07
4644,1063,2020-10-13,9136,11,830.55,3.46
4645,1865,2021-11-06,10491,8,1311.38,4.76
4646,2292,2023-08-09,12727,21,606.05,0.08
4647,119,2023-02-06,4656,18,258.67,4.13
4648,2204,2023-03-28,13304,18,739.11,2.41
4649,4310,2023-08-21,9226,9,1025.11,2.28
4650,3707,2021-05-17,8294,19,436.53,0.1
4651,2425,2023-06-02,7341,24,305.88,0.28
4652,4925,2021-06-26,6707,23,291.61,0.7
4653,320,2023-03-19,14077,20,703.85,3.46
4654,4299,2020-07-01,12608,13,969.85,2.31
4655,2378,2018-11-10,12770,23,555.22,0.39
4656,4472,2021-07-14,7109,21,338.52,1.87
4657,217,2020-08-11,3912,8,489.0,0.93
4658,1206,2018-07-10,3526,7,503.71,3.91
4659,114,2023-11-09,3600,21,171.43,4.4
4660,142,2018-04-19,3515,8,439.38,2.78
4661,4007,2018-06-11,3655,8,456.88,0.48
4662,1771,2022-01-12,12596,16,787.25,2.35
4663,2020,2018-06-08,12265,16,766.56,1.38
4664,2935,2023-11-04,3362,7,480.29,0.07
4665,728,2023-08-28,14157,14,1011.21,0.58
4666,3906,2020-05-25,11303,22,513.77,3.67
4667,4632,2021-10-10,3861,17,227.12,0.49
4668,758,2018-10-17,11347,20,567.35,2.67
4669,3114,2021-07-11,7891,13,607.0,3.88
4670,3725,2020-02-21,6766,16,422.88,3.32
4671,4743,2018-09-03,5371,11,488.27,3.84
4672,3113,2020-12-28,14897,12,1241.42,4.2
4673,3621,2019-07-29,11448,23,497.74,4.42
4674,1086,2021-01-19,11611,20,580.55,1.85
4675,452,2019-03-18,8240,14,588.57,0.97
4676,4990,2018-10-14,1399,23,60.83,1.3
4677,2663,2023-06-27,12918,21,615.14,0.89
4678,2177,2018-01-07,4734,18,263.0,3.99
4679,4856,2022-02-15,8352,17,491.29,1.13
4680,2736,2023-09-14,6607,10,660.7,4.43
4681,210,2023-04-11,2044,16,127.75,0.85
