ID do Cliente,Nome,Sexo,Idade,Faixa Etária,Renda Mensal,Cidade,Estado,Região,Nível de Escolaridade
2464,Cliente 2464,Masculino,65,56+,8319,Porto Velho,RO,Norte,Pós-graduação
2465,Cliente 2465,Feminino,58,56+,8381,Florianópolis,SC,Sul,Fundamental
2466,Cliente 2466,Masculino,65,56+,9864,Recife,PE,Nordeste,Fundamental
2467,Cliente 2467,Masculino,27,26-35,9343,Porto Velho,RO,Norte,Médio
2468,Cliente 2468,Feminino,30,26-35,8862,Goiânia,GO,Centro-Oeste,Pós-graduação
2469,Cliente 2469,Feminino,58,56+,4620,Manaus,AM,Norte,Médio
2470,Cliente 2470,Masculino,57,56+,8992,Florianópolis,SC,Sul,Superior
2471,Cliente 2471,Masculino,20,18-25,7624,Curitiba,PR,Sul,Pós-graduação
2472,Cliente 2472,Feminino,22,18-25,2986,Fortaleza,CE,Nordeste,Fundamental
2473,Cliente 2473,Feminino,41,36-45,3144,Belo Horizonte,MG,Sudeste,Superior
2474,Cliente 2474,Feminino,44,36-45,9434,Rio de Janeiro,RJ,Sudeste,Pós-graduação
2475,Cliente 2475,Feminino,41,36-45,9304,Fortaleza,CE,Nordeste,Médio
2476,Cliente 2476,Feminino,23,18-25,7442,Vitória,ES,Sudeste,Superior
2477,Cliente 2477,Masculino,33,26-35,9442,Belém,PA,Norte,Pós-graduação
2478,Cliente 2478,Feminino,64,56+,7594,Brasília,DF,Centro-Oeste,Fundamental
2479,Cliente 2479,Masculino,39,36-45,5855,Campo Grande,MS,Centro-Oeste,Superior
2480,Cliente 2480,Feminino,41,36-45,5623,Fortaleza,CE,Nordeste,Fundamental
2481,Cliente 2481,Masculino,49,46-55,6440,Brasília,DF,Centro-Oeste,Pós-graduação
2482,Cliente 2482,Feminino,64,56+,2537,Goiânia,GO,Centro-Oeste,Médio
2483,Cliente 2483,Masculino,47,46-55,4383,São Paulo,SP,Sudeste,Pós-graduação
2484,Cliente 2484,Masculino,59,56+,2578,Goiânia,GO,Centro-Oeste,Médio
2485,Cliente 2485,Masculino,63,56+,2303,Brasília,DF,Centro-Oeste,Fundamental
2486,Cliente 2486,Masculino,23,18-25,4331,Porto Alegre,RS,Sul,Pós-graduação
2487,Cliente 2487,Masculino,45,36-45,7465,Belo Horizonte,MG,Sudeste,Médio
2488,Cliente 2488,Masculino,34,26-35,2508,Fortaleza,CE,Nordeste,Superior
2489,Cliente 2489,Feminino,25,18-25,7124,Florianópolis,SC,Sul,Médio
2490,Cliente 2490,Feminino,63,56+,5183,São Luís,MA,Nordeste,Pós-graduação
2491,Cliente 2491,Feminino,31,26-35,4325,Florianópolis,SC,Sul,Médio
2492,Cliente 2492,Masculino,38,36-45,7300,Porto Alegre,RS,Sul,Médio
2493,Cliente 2493,Feminino,33,26-35,9669,São Paulo,SP,Sudeste,Superior
2494,Cliente 2494,Feminino,39,36-45,8455,Rio de Janeiro,RJ,Sudeste,Pós-graduação
2495,Cliente 2495,Feminino,62,56+,3661,Curitiba,PR,Sul,Superior
2496,Cliente 2496,Masculino,21,18-25,9760,São Paulo,SP,Sudeste,Pós-graduação
2497,Cliente 2497,Feminino,30,26-35,8769,Rio de Janeiro,RJ,Sudeste,Superior
2498,Cliente 2498,Masculino,44,36-45,8520,Goiânia,GO,Centro-Oeste,Pós-graduação
2499,Cliente 2499,Masculino,62,56+,6894,Porto Velho,RO,Norte,Pós-graduação
2500,Cliente 2500,Masculino,18,18-25,8866,Recife,PE,Nordeste,Médio
2501,Cliente 2501,Feminino,33,26-35,3264,Belém,PA,Norte,Fundamental
2502,Cliente 2502,Masculino,31,26-35,9965,Salvador,BA,Nordeste,Superior
2503,Cliente 2503,Masculino,40,36-45,4046,São Luís,MA,Nordeste,Superior
2504,Cliente 2504,Masculino,56,56+,4340,Porto Alegre,RS,Sul,Superior
2505,Cliente 2505,Masculino,54,46-55,6733,Recife,PE,Nordeste,Superior
2506,Cliente 2506,Masculino,45,36-45,4771,Brasília,DF,Centro-Oeste,Pós-graduação
2507,Cliente 2507,Feminino,29,26-35,6334,Rio de Janeiro,RJ,Sudeste,Superior
2508,Cliente 2508,Feminino,62,56+,6519,Curitiba,PR,Sul,Fundamental
2509,Cliente 2509,Feminino,61,56+,5016,Rio Branco,AC,Norte,Superior
2510,Cliente 2510,Feminino,53,46-55,4829,Curitiba,PR,Sul,Pós-graduação
2511,Cliente 2511,Feminino,60,56+,9913,Porto Alegre,RS,Sul,Fundamental
2512,Cliente 2512,Masculino,24,18-25,8571,Florianópolis,SC,Sul,Fundamental
2513,Cliente 2513,Masculino,65,56+,8675,São Paulo,SP,Sudeste,Superior
2514,Cliente 2514,Feminino,54,46-55,9538,Rio Branco,AC,Norte,Pós-graduação
2515,Cliente 2515,Feminino,48,46-55,7518,Florianópolis,SC,Sul,Superior
2516,Cliente 2516,Masculino,26,26-35,9249,Belo Horizonte,MG,Sudeste,Fundamental
2517,Cliente 2517,Masculino,21,18-25,4652,Manaus,AM,Norte,Fundamental
2518,Cliente 2518,Masculino,25,18-25,6257,Fortaleza,CE,Nordeste,Médio
2519,Cliente 2519,Masculino,29,26-35,3406,Porto Alegre,RS,Sul,Fundamental
2520,Cliente 2520,Masculino,37,36-45,3368,São Paulo,SP,Sudeste,Pós-graduação
2521,Cliente 2521,Masculino,52,46-55,6567,Porto Velho,RO,Norte,Fundamental
2522,Cliente 2522,Feminino,48,46-55,5863,Vitória,ES,Sudeste,Superior
2523,Cliente 2523,Masculino,59,56+,9416,Goiânia,GO,Centro-Oeste,Médio
2524,Cliente 2524,Feminino,52,46-55,2248,Rio de Janeiro,RJ,Sudeste,Fundamental
2525,Cliente 2525,Feminino,38,36-45,5789,Rio de Janeiro,RJ,Sudeste,Pós-graduação
2526,Cliente 2526,Feminino,31,26-35,4559,Vitória,ES,Sudeste,Pós-graduação
2527,Cliente 2527,Masculino,44,36-45,8817,Florianópolis,SC,Sul,Pós-graduação
2528,Cliente 2528,Feminino,21,18-25,4132,São Luís,MA,Nordeste,Pós-graduação
2529,Cliente 2529,Feminino,25,18-25,4752,Porto Alegre,RS,Sul,Médio
2530,Cliente 2530,Feminino,43,36-45,6042,Brasília,DF,Centro-Oeste,Superior
2531,Cliente 2531,Masculino,29,26-35,5314,Curitiba,PR,Sul,Pós-graduação
2532,Cliente 2532,Masculino,19,18-25,5415,Florianópolis,SC,Sul,Fundamental
2533,Cliente 2533,Feminino,44,36-45,8111,Curitiba,PR,Sul,Fundamental
2534,Cliente 2534,Masculino,43,36-45,6382,Curitiba,PR,Sul,Superior
2535,Cliente 2535,Masculino,24,18-25,6440,Rio Branco,AC,Norte,Fundamental
2536,Cliente 2536,Masculino,29,26-35,2533,Curitiba,PR,Sul,Pós-graduação
2537,Cliente 2537,Feminino,39,36-45,3383,Recife,PE,Nordeste,Pós-graduação
2538,Cliente 2538,Feminino,59,56+,6924,Florianópolis,SC,Sul,Médio
2539,Cliente 2539,Feminino,20,18-25,2668,Brasília,DF,Centro-Oeste,Médio
2540,Cliente 2540,Masculino,37,36-45,5066,Goiânia,GO,Centro-Oeste,Fundamental
2541,Cliente 2541,Feminino,36,36-45,9878,Porto Alegre,RS,Sul,Médio
2542,Cliente 2542,Masculino,23,18-25,4380,Fortaleza,CE,Nordeste,Superior
2543,Cliente 2543,Masculino,40,36-45,8681,Belo Horizonte,MG,Sudeste,Fundamental
2544,Cliente 2544,Feminino,49,46-55,9430,Porto Velho,RO,Norte,Pós-graduação
2545,Cliente 2545,Feminino,60,56+,5660,Brasília,DF,Centro-Oeste,Médio
2546,Cliente 2546,Feminino,34,26-35,4682,Vitória,ES,Sudeste,Superior
2547,Cliente 2547,Masculino,24,18-25,2210,Goiânia,GO,Centro-Oeste,Superior
2548,Cliente 2548,Feminino,23,18-25,5979,Manaus,AM,Norte,Pós-graduação
2549,Cliente 2549,Feminino,59,56+,2282,Vitória,ES,Sudeste,Fundamental
2550,Cliente 2550,Masculino,37,36-45,6242,Rio Branco,AC,Norte,Médio
2551,Cliente 2551,Masculino,32,26-35,5968,Goiânia,GO,Centro-Oeste,Fundamental
2552,Cliente 2552,Masculino,59,56+,4491,Belém,PA,Norte,Médio
2553,Cliente 2553,Masculino,29,26-35,5059,Brasília,DF,Centro-Oeste,Superior
2554,Cliente 2554,Masculino,32,26-35,4872,Belo Horizonte,MG,Sudeste,Fundamental
2555,Cliente 2555,Feminino,45,36-45,6797,Campo Grande,MS,Centro-Oeste,Fundamental
2556,Cliente 2556,Feminino,57,56+,8781,Belém,PA,Norte,Pós-graduação
2557,Cliente 2557,Feminino,31,26-35,2576,Curitiba,PR,Sul,Fundamental
2558,Cliente 2558,Masculino,48,46-55,6942,Curitiba,PR,Sul,Médio
2559,Cliente 2559,Masculino,60,56+,9783,Recife,PE,Nordeste,Médio
2560,Cliente 2560,Feminino,54,46-55,2034,Recife,PE,Nordeste,Pós-graduação
2561,Cliente 2561,Masculino,20,18-25,3272,Belém,PA,Norte,Médio
2562,Cliente 2562,Feminino,59,56+,4534,Vitória,ES,Sudeste,Pós-graduação
2563,Cliente 2563,Feminino,52,46-55,3716,Curitiba,PR,Sul,Pós-graduação
2564,Cliente 2564,Feminino,55,46-55,7471,Manaus,AM,Norte,Superior
2565,Cliente 2565,Feminino,48,46-55,3296,Salvador,BA,Nordeste,Médio
2566,Cliente 2566,Feminino,43,36-45,4043,Rio Branco,AC,Norte,Médio
2567,Cliente 2567,Masculino,28,26-35,3961,Porto Alegre,RS,Sul,Superior
2568,Cliente 2568,Masculino,32,26-35,7350,Manaus,AM,Norte,Médio
2569,Cliente 2569,Masculino,38,36-45,8287,Salvador,BA,Nordeste,Médio
2570,Cliente 2570,Masculino,31,26-35,4438,São Paulo,SP,Sudeste,Médio
2571,Cliente 2571,Masculino,64,56+,7158,Brasília,DF,Centro-Oeste,Fundamental
2572,Cliente 2572,Masculino,33,26-35,3786,Brasília,DF,Centro-Oeste,Médio
2573,Cliente 2573,Feminino,58,56+,8859,Fortaleza,CE,Nordeste,Médio
2574,Cliente 2574,Masculino,39,36-45,2794,Porto Alegre,RS,Sul,Fundamental
2575,Cliente 2575,Masculino,51,46-55,5802,Manaus,AM,Norte,Pós-graduação
2576,Cliente 2576,Feminino,55,46-55,6926,Belo Horizonte,MG,Sudeste,Superior
2577,Cliente 2577,Feminino,59,56+,6435,São Luís,MA,Nordeste,Pós-graduação
2578,Cliente 2578,Masculino,65,56+,5381,Rio Branco,AC,Norte,Pós-graduação
2579,Cliente 2579,Feminino,60,56+,7985,Goiânia,GO,Centro-Oeste,Superior
2580,Cliente 2580,Feminino,18,18-25,3624,São Paulo,SP,Sudeste,Superior
2581,Cliente 2581,Feminino,32,26-35,6802,Florianópolis,SC,Sul,Fundamental
2582,Cliente 2582,Masculino,27,26-35,8956,Rio Branco,AC,Norte,Médio
2583,Cliente 2583,Masculino,60,56+,7758,São Luís,MA,Nordeste,Pós-graduação
2584,Cliente 2584,Feminino,36,36-45,8434,São Paulo,SP,Sudeste,Fundamental
2585,Cliente 2585,Masculino,22,18-25,6674,Curitiba,PR,Sul,Médio
2586,Cliente 2586,Masculino,37,36-45,5538,Campo Grande,MS,Centro-Oeste,Pós-graduação
2587,Cliente 2587,Masculino,50,46-55,9934,Belo Horizonte,MG,Sudeste,Superior
2588,Cliente 2588,Feminino,31,26-35,6227,Florianópolis,SC,Sul,Médio
2589,Cliente 2589,Masculino,26,26-35,2481,Porto Alegre,RS,Sul,Pós-graduação
2590,Cliente 2590,Masculino,54,46-55,3389,Recife,PE,Nordeste,Pós-graduação
2591,Cliente 2591,Feminino,58,56+,9226,Porto Alegre,RS,Sul,Superior
2592,Cliente 2592,Feminino,53,46-55,7510,Rio Branco,AC,Norte,Superior
2593,Cliente 2593,Masculino,41,36-45,3768,Belém,PA,Norte,Superior
2594,Cliente 2594,Masculino,26,26-35,5093,Florianópolis,SC,Sul,Superior
2595,Cliente 2595,Feminino,44,36-45,4483,Manaus,AM,Norte,Superior
2596,Cliente 2596,Masculino,49,46-55,3130,Fortaleza,CE,Nordeste,Pós-graduação
2597,Cliente 2597,Feminino,43,36-45,8515,Rio de Janeiro,RJ,Sudeste,Superior
2598,Cliente 2598,Masculino,24,18-25,8884,Porto Alegre,RS,Sul,Fundamental
2599,Cliente 2599,Feminino,64,56+,4116,Belo Horizonte,MG,Sudeste,Fundamental
2600,Cliente 2600,Feminino,55,46-55,2303,Porto Alegre,RS,Sul,Médio
2601,Cliente 2601,Masculino,52,46-55,6823,Vitória,ES,Sudeste,Médio
2602,Cliente 2602,Masculino,40,36-45,3477,Manaus,AM,Norte,Médio
2603,Cliente 2603,Feminino,43,36-45,5989,Porto Velho,RO,Norte,Superior
2604,Cliente 2604,Feminino,33,26-35,9771,Recife,PE,Nordeste,Médio
2605,Cliente 2605,Feminino,33,26-35,8954,Curitiba,PR,Sul,Pós-graduação
2606,Cliente 2606,Feminino,53,46-55,7379,Vitória,ES,Sudeste,Superior
2607,Cliente 2607,Feminino,55,46-55,5944,Campo Grande,MS,Centro-Oeste,Fundamental
2608,Cliente 2608,Masculino,22,18-25,8308,Rio Branco,AC,Norte,Fundamental
2609,Cliente 2609,Masculino,23,18-25,3759,Florianópolis,SC,Sul,Superior
2610,Cliente 2610,Feminino,50,46-55,2611,Recife,PE,Nordeste,Superior
2611,Cliente 2611,Feminino,57,56+,4930,Curitiba,PR,Sul,Médio
2612,Cliente 2612,Masculino,65,56+,8968,Fortaleza,CE,Nordeste,Médio
2613,Cliente 2613,Feminino,58,56+,5460,Goiânia,GO,Centro-Oeste,Pós-graduação
2614,Cliente 2614,Masculino,22,18-25,8531,Florianópolis,SC,Sul,Pós-graduação
2615,Cliente 2615,Feminino,62,56+,8942,Belém,PA,Norte,Fundamental
2616,Cliente 2616,Masculino,48,46-55,9778,Florianópolis,SC,Sul,Fundamental
2617,Cliente 2617,Masculino,62,56+,2353,Brasília,DF,Centro-Oeste,Superior
2618,Cliente 2618,Feminino,34,26-35,8563,Belo Horizonte,MG,Sudeste,Médio
2619,Cliente 2619,Masculino,64,56+,6481,Goiânia,GO,Centro-Oeste,Fundamental
2620,Cliente 2620,Masculino,27,26-35,3308,São Paulo,SP,Sudeste,Superior
2621,Cliente 2621,Masculino,40,36-45,8945,Rio Branco,AC,Norte,Pós-graduação
2622,Cliente 2622,Masculino,60,56+,4002,Rio de Janeiro,RJ,Sudeste,Superior
2623,Cliente 2623,Feminino,52,46-55,9966,Recife,PE,Nordeste,Fundamental
2624,Cliente 2624,Feminino,42,36-45,6414,Rio Branco,AC,Norte,Médio
2625,Cliente 2625,Feminino,62,56+,3497,Recife,PE,Nordeste,Pós-graduação
2626,Cliente 2626,Feminino,63,56+,5142,Brasília,DF,Centro-Oeste,Superior
2627,Cliente 2627,Masculino,33,26-35,4446,Salvador,BA,Nordeste,Superior
2628,Cliente 2628,Feminino,46,46-55,6294,São Paulo,SP,Sudeste,Médio
2629,Cliente 2629,Feminino,19,18-25,4367,São Paulo,SP,Sudeste,Pós-graduação
2630,Cliente 2630,Feminino,19,18-25,6362,Porto Velho,RO,Norte,Médio
2631,Cliente 2631,Masculino,33,26-35,6912,Belém,PA,Norte,Superior
2632,Cliente 2632,Feminino,52,46-55,9432,Recife,PE,Nordeste,Pós-graduação
2633,Cliente 2633,Feminino,63,56+,4237,Porto Alegre,RS,Sul,Pós-graduação
2634,Cliente 2634,Masculino,44,36-45,7606,Belém,PA,Norte,Médio
2635,Cliente 2635,Masculino,30,26-35,4431,Belo Horizonte,MG,Sudeste,Superior
2636,Cliente 2636,Masculino,48,46-55,2375,Porto Alegre,RS,Sul,Fundamental
2637,Cliente 2637,Feminino,44,36-45,9621,Belém,PA,Norte,Pós-graduação
2638,Cliente 2638,Feminino,40,36-45,4188,Campo Grande,MS,Centro-Oeste,Médio
2639,Cliente 2639,Feminino,44,36-45,6923,Porto Velho,RO,Norte,Pós-graduação
2640,Cliente 2640,Feminino,21,18-25,7763,Manaus,AM,Norte,Fundamental
2641,Cliente 2641,Masculino,22,18-25,5396,Curitiba,PR,Sul,Pós-graduação
2642,Cliente 2642,Masculino,24,18-25,6541,Fortaleza,CE,Nordeste,Fundamental
2643,Cliente 2643,Masculino,44,36-45,3437,São Paulo,SP,Sudeste,Fundamental
2644,Cliente 2644,Masculino,60,56+,4104,São Luís,MA,Nordeste,Pós-graduação
2645,Cliente 2645,Masculino,52,46-55,6760,Manaus,AM,Norte,Médio
2646,Cliente 2646,Feminino,61,56+,8445,Porto Alegre,RS,Sul,Fundamental
2647,Cliente 2647,Masculino,57,56+,9934,São Paulo,SP,Sudeste,Médio
2648,Cliente 2648,Masculino,28,26-35,4180,Belém,PA,Norte,Médio
2649,Cliente 2649,Feminino,29,26-35,6863,Brasília,DF,Centro-Oeste,Pós-graduação
2650,Cliente 2650,Masculino,47,46-55,2091,Porto Velho,RO,Norte,Fundamental
2651,Cliente 2651,Feminino,18,18-25,5895,Belo Horizonte,MG,Sudeste,Pós-graduação
2652,Cliente 2652,Masculino,46,46-55,3178,Belo Horizonte,MG,Sudeste,Fundamental
2653,Cliente 2653,Feminino,43,36-45,3539,Recife,PE,Nordeste,Médio
2654,Cliente 2654,Masculino,19,18-25,2706,Fortaleza,CE,Nordeste,Fundamental
2655,Cliente 2655,Feminino,24,18-25,7331,Porto Velho,RO,Norte,Fundamental
2656,Cliente 2656,Feminino,59,56+,2299,Florianópolis,SC,Sul,Superior
2657,Cliente 2657,Masculino,56,56+,4031,Goiânia,GO,Centro-Oeste,Superior
2658,Cliente 2658,Masculino,53,46-55,5413,Campo Grande,MS,Centro-Oeste,Pós-graduação
2659,Cliente 2659,Masculino,56,56+,3804,Rio de Janeiro,RJ,Sudeste,Médio
2660,Cliente 2660,Masculino,39,36-45,3509,Fortaleza,CE,Nordeste,Superior
2661,Cliente 2661,Feminino,21,18-25,6552,Salvador,BA,Nordeste,Pós-graduação
2662,Cliente 2662,Feminino,26,26-35,7290,Rio Branco,AC,Norte,Fundamental
2663,Cliente 2663,Masculino,64,56+,2813,Vitória,ES,Sudeste,Fundamental
2664,Cliente 2664,Masculino,49,46-55,2742,Brasília,DF,Centro-Oeste,Pós-graduação
2665,Cliente 2665,Feminino,22,18-25,4434,Campo Grande,MS,Centro-Oeste,Superior
2666,Cliente 2666,Masculino,41,36-45,8715,Goiânia,GO,Centro-Oeste,Fundamental
2667,Cliente 2667,Feminino,55,46-55,3422,Belém,PA,Norte,Superior
2668,Cliente 2668,Masculino,53,46-55,2131,Fortaleza,CE,Nordeste,Médio
2669,Cliente 2669,Masculino,27,26-35,8834,Belo Horizonte,MG,Sudeste,Pós-graduação
2670,Cliente 2670,Masculino,46,46-55,7609,São Paulo,SP,Sudeste,Pós-graduação
2671,Cliente 2671,Masculino,19,18-25,7663,Manaus,AM,Norte,Médio
2672,Cliente 2672,Masculino,53,46-55,5081,Recife,PE,Nordeste,Superior
2673,Cliente 2673,Masculino,48,46-55,2423,Campo Grande,MS,Centro-Oeste,Fundamental
2674,Cliente 2674,Feminino,20,18-25,7752,Curitiba,PR,Sul,Fundamental
2675,Cliente 2675,Masculino,21,18-25,5027,Brasília,DF,Centro-Oeste,Médio
2676,Cliente 2676,Masculino,55,46-55,7451,Rio de Janeiro,RJ,Sudeste,Superior
2677,Cliente 2677,Feminino,60,56+,5296,Belém,PA,Norte,Fundamental
2678,Cliente 2678,Masculino,50,46-55,3141,Goiânia,GO,Centro-Oeste,Fundamental
2679,Cliente 2679,Masculino,38,36-45,5355,Brasília,DF,Centro-Oeste,Fundamental
2680,Cliente 2680,Masculino,47,46-55,5036,Curitiba,PR,Sul,Pós-graduação
2681,Cliente 2681,Feminino,31,26-35,8281,Porto Velho,RO,Norte,Fundamental
2682,Cliente 2682,Feminino,24,18-25,7018,Campo Grande,MS,Centro-Oeste,Médio
2683,Cliente 2683,Feminino,46,46-55,7643,Vitória,ES,Sudeste,Médio
2684,Cliente 2684,Feminino,40,36-45,7771,Rio Branco,AC,Norte,Médio
2685,Cliente 2685,Masculino,63,56+,8240,Campo Grande,MS,Centro-Oeste,Médio
2686,Cliente 2686,Masculino,23,18-25,4065,Porto Velho,RO,Norte,Superior
2687,Cliente 2687,Feminino,27,26-35,2023,Salvador,BA,Nordeste,Médio
2688,Cliente 2688,Feminino,28,26-35,8074,Manaus,AM,Norte,Médio
2689,Cliente 2689,Masculino,53,46-55,9923,Manaus,AM,Norte,Pós-graduação
2690,Cliente 2690,Masculino,55,46-55,9889,Curitiba,PR,Sul,Médio
2691,Cliente 2691,Feminino,19,18-25,8201,Campo Grande,MS,Centro-Oeste,Médio
2692,Cliente 2692,Masculino,19,18-25,9979,Recife,PE,Nordeste,Médio
2693,Cliente 2693,Feminino,20,18-25,9045,Florianópolis,SC,Sul,Superior
2694,Cliente 2694,Feminino,65,56+,9037,Rio de Janeiro,RJ,Sudeste,Médio
2695,Cliente 2695,Feminino,52,46-55,6774,Belém,PA,Norte,Pós-graduação
2696,Cliente 2696,Feminino,44,36-45,3900,Manaus,AM,Norte,Médio
2697,Cliente 2697,Feminino,34,26-35,7698,Rio Branco,AC,Norte,Fundamental
2698,Cliente 2698,Masculino,49,46-55,3064,São Luís,MA,Nordeste,Médio
2699,Cliente 2699,Feminino,18,18-25,3494,Recife,PE,Nordeste,Superior
2700,Cliente 2700,Masculino,61,56+,2448,Goiânia,GO,Centro-Oeste,Superior
2701,Cliente 2701,Feminino,54,46-55,2585,Campo Grande,MS,Centro-Oeste,Médio
2702,Cliente 2702,Feminino,56,56+,7948,Porto Alegre,RS,Sul,Fundamental
2703,Cliente 2703,Masculino,38,36-45,2891,Florianópolis,SC,Sul,Superior
2704,Cliente 2704,Feminino,23,18-25,3928,Manaus,AM,Norte,Superior
2705,Cliente 2705,Masculino,28,26-35,7694,Porto Velho,RO,Norte,Pós-graduação
2706,Cliente 2706,Feminino,33,26-35,3652,Brasília,DF,Centro-Oeste,Superior
2707,Cliente 2707,Feminino,61,56+,6208,Recife,PE,Nordeste,Superior
2708,Cliente 2708,Masculino,49,46-55,4087,Curitiba,PR,Sul,Pós-graduação
2709,Cliente 2709,Feminino,29,26-35,7429,Fortaleza,CE,Nordeste,Fundamental
2710,Cliente 2710,Masculino,35,26-35,3916,Belo Horizonte,MG,Sudeste,Fundamental
2711,Cliente 2711,Feminino,51,46-55,4784,São Paulo,SP,Sudeste,Superior
2712,Cliente 2712,Feminino,20,18-25,3049,Rio Branco,AC,Norte,Superior
2713,Cliente 2713,Feminino,23,18-25,8738,Porto Alegre,RS,Sul,Médio
2714,Cliente 2714,Feminino,34,26-35,3911,Rio Branco,AC,Norte,Médio
2715,Cliente 2715,Feminino,54,46-55,2451,Curitiba,PR,Sul,Pós-graduação
2716,Cliente 2716,Feminino,25,18-25,6250,Rio Branco,AC,Norte,Fundamental
2717,Cliente 2717,Feminino,44,36-45,8813,Fortaleza,CE,Nordeste,Fundamental
2718,Cliente 2718,Feminino,36,36-45,2601,Manaus,AM,Norte,Fundamental
2719,Cliente 2719,Feminino,34,26-35,9922,Campo Grande,MS,Centro-Oeste,Pós-graduação
2720,Cliente 2720,Masculino,59,56+,3837,Belém,PA,Norte,Pós-graduação
2721,Cliente 2721,Masculino,28,26-35,5551,Recife,PE,Nordeste,Fundamental
2722,Cliente 2722,Feminino,58,56+,8085,Campo Grande,MS,Centro-Oeste,Fundamental
2723,Cliente 2723,Masculino,49,46-55,6338,Porto Velho,RO,Norte,Superior
2724,Cliente 2724,Masculino,58,56+,7800,Belo Horizonte,MG,Sudeste,Médio
2725,Cliente 2725,Feminino,49,46-55,9698,Rio Branco,AC,Norte,Fundamental
2726,Cliente 2726,Masculino,39,36-45,6420,Belo Horizonte,MG,Sudeste,Pós-graduação
2727,Cliente 2727,Feminino,52,46-55,3687,Salvador,BA,Nordeste,Fundamental
2728,Cliente 2728,Feminino,49,46-55,9825,Manaus,AM,Norte,Superior
2729,Cliente 2729,Feminino,44,36-45,7127,Florianópolis,SC,Sul,Superior
2730,Cliente 2730,Feminino,38,36-45,8861,Goiânia,GO,Centro-Oeste,Médio
2731,Cliente 2731,Masculino,51,46-55,8793,Manaus,AM,Norte,Pós-graduação
2732,Cliente 2732,Feminino,48,46-55,6177,Goiânia,GO,Centro-Oeste,Médio
2733,Cliente 2733,Feminino,36,36-45,5222,Florianópolis,SC,Sul,Pós-graduação
2734,Cliente 2734,Feminino,55,46-55,8285,Porto Alegre,RS,Sul,Médio
2735,Cliente 2735,Feminino,37,36-45,4886,Campo Grande,MS,Centro-Oeste,Superior
2736,Cliente 2736,Masculino,47,46-55,9536,Belém,PA,Norte,Fundamental
2737,Cliente 2737,Feminino,56,56+,6533,São Paulo,SP,Sudeste,Fundamental
2738,Cliente 2738,Masculino,65,56+,3819,Florianópolis,SC,Sul,Pós-graduação
2739,Cliente 2739,Masculino,27,26-35,6288,Rio Branco,AC,Norte,Médio
2740,Cliente 2740,Feminino,18,18-25,8324,Porto Velho,RO,Norte,Fundamental
2741,Cliente 2741,Feminino,59,56+,3892,Brasília,DF,Centro-Oeste,Fundamental
2742,Cliente 2742,Masculino,58,56+,4424,Vitória,ES,Sudeste,Fundamental
2743,Cliente 2743,Feminino,35,26-35,5013,Belém,PA,Norte,Médio
2744,Cliente 2744,Feminino,24,18-25,2630,Rio Branco,AC,Norte,Pós-graduação
2745,Cliente 2745,Feminino,25,18-25,2834,Curitiba,PR,Sul,Médio
2746,Cliente 2746,Masculino,55,46-55,8485,Vitória,ES,Sudeste,Superior
2747,Cliente 2747,Feminino,41,36-45,6473,Campo Grande,MS,Centro-Oeste,Superior
2748,Cliente 2748,Masculino,54,46-55,2345,Porto Velho,RO,Norte,Pós-graduação
2749,Cliente 2749,Masculino,28,26-35,4338,Porto Alegre,RS,Sul,Pós-graduação
2750,Cliente 2750,Feminino,18,18-25,2868,Brasília,DF,Centro-Oeste,Médio
2751,Cliente 2751,Masculino,62,56+,6054,Belém,PA,Norte,Fundamental
2752,Cliente 2752,Masculino,45,36-45,5783,São Paulo,SP,Sudeste,Fundamental
2753,Cliente 2753,Feminino,35,26-35,7400,Porto Velho,RO,Norte,Pós-graduação
2754,Cliente 2754,Masculino,55,46-55,5241,Fortaleza,CE,Nordeste,Superior
2755,Cliente 2755,Feminino,41,36-45,8786,Florianópolis,SC,Sul,Fundamental
2756,Cliente 2756,Masculino,26,26-35,5612,Florianópolis,SC,Sul,Fundamental
2757,Cliente 2757,Masculino,34,26-35,7410,Rio de Janeiro,RJ,Sudeste,Médio
2758,Cliente 2758,Masculino,23,18-25,8190,São Luís,MA,Nordeste,Médio
2759,Cliente 2759,Masculino,22,18-25,8512,Porto Alegre,RS,Sul,Médio
2760,Cliente 2760,Masculino,23,18-25,4974,Vitória,ES,Sudeste,Fundamental
2761,Cliente 2761,Masculino,55,46-55,4619,São Paulo,SP,Sudeste,Superior
2762,Cliente 2762,Feminino,49,46-55,8939,Fortaleza,CE,Nordeste,Pós-graduação
2763,Cliente 2763,Feminino,36,36-45,6512,Goiânia,GO,Centro-Oeste,Pós-graduação
2764,Cliente 2764,Feminino,19,18-25,8365,Porto Alegre,RS,Sul,Fundamental
2765,Cliente 2765,Masculino,33,26-35,3798,Porto Velho,RO,Norte,Fundamental
2766,Cliente 2766,Feminino,49,46-55,7206,Porto Alegre,RS,Sul,Pós-graduação
2767,Cliente 2767,Masculino,59,56+,5761,Campo Grande,MS,Centro-Oeste,Fundamental
2768,Cliente 2768,Masculino,60,56+,9022,Campo Grande,MS,Centro-Oeste,Pós-graduação
2769,Cliente 2769,Masculino,44,36-45,4253,Brasília,DF,Centro-Oeste,Pós-graduação
2770,Cliente 2770,Masculino,59,56+,4096,Recife,PE,Nordeste,Fundamental
